caldt,T-bill,Mkt Index,Your Portfolio
20140910,0,0.45,0.684
20140911,0,0.19,0.004
20140912,0,-0.55,-0.874
20140915,0,-0.28,-0.748
20140916,0,0.7,1.18
20140917,0,0.17,0.338
20140918,0,0.5,0.518
20140919,0,-0.18,-0.18
20140922,0,-0.97,-1.078
20140923,0,-0.62,-0.434
20140924,0,0.81,1.464
20140925,0,-1.62,-1.842
20140926,0,0.85,1.36
20140929,0,-0.22,0.128
20140930,0,-0.4,-0.58
20141001,0,-1.39,-1.798
20141002,0,0.15,0.228
20141003,0,1.08,1.626
20141006,0,-0.26,-0.692
20141007,0,-1.56,-1.572
20141008,0,1.7,1.904
20141009,0,-2.17,-1.894
20141010,0,-1.3,-1.888
20141013,0,-1.59,-2.454
20141014,0,0.28,-0.14
20141015,0,-0.53,-0.158
20141016,0,0.23,-0.046
20141017,0,1.14,1.842
20141020,0,0.94,1.168
20141021,0,1.98,2.13
20141022,0,-0.85,-0.52
20141023,0,1.29,1.62
20141024,0,0.66,1.374
20141027,0,-0.17,0.196
20141028,0,1.37,1.208
20141029,0,-0.18,-0.294
20141030,0,0.6,0.882
20141031,0,1.23,1.104
20141103,0,-0.01,0.236
20141104,0,-0.35,0.028
20141105,0,0.48,-0.162
20141106,0,0.49,0.904
20141107,0,0.09,-0.726
20141110,0,0.33,1.002
20141111,0,0.1,0.064
20141112,0,0.07,0.118
20141113,0,-0.03,0.402
20141114,0,0.06,-0.486
20141117,0,-0.05,0.142
20141118,0,0.51,1.116
20141119,0,-0.21,-0.21
20141120,0,0.31,-0.116
20141121,0,0.48,0.306
20141124,0,0.4,0.814
20141125,0,-0.08,0.238
20141126,0,0.3,1.158
20141128,0,-0.35,0.994
20141201,0,-0.9,-1.08
20141202,0,0.65,1.106
20141203,0,0.46,0.154
20141204,0,-0.17,0.334
20141205,0,0.25,0.346
20141208,0,-0.82,-0.31
20141209,0,0.13,0.082
20141210,0,-1.72,-1.27
20141211,0,0.49,0.73
20141212,0,-1.55,-1.172
20141215,0,-0.68,-0.65
20141216,0,-0.8,-1.52
20141217,0,2.15,1.82
20141218,0,2.36,2.642
20141219,0,0.43,-0.296
20141222,0,0.37,0.52
20141223,0,0.21,-0.984
20141224,0,0.07,0.61
20141226,0,0.39,0.63
20141229,0,0.13,-0.32
20141230,0,-0.48,-0.738
20141231,0,-0.93,-0.984
20150102,0,-0.11,-0.218
20150105,0,-1.84,-0.748
20150106,0,-1.04,-0.596
20150107,0,1.19,2.138
20150108,0,1.81,2.05
20150109,0,-0.85,-0.526
20150112,0,-0.79,-0.022
20150113,0,-0.19,-0.016
20150114,0,-0.6,-0.258
20150115,0,-1.08,-1.002
20150116,0,1.36,1.294
20150120,0,0.11,0.884
20150121,0,0.42,-0.51
20150122,0,1.58,1.526
20150123,0,-0.47,0.088
20150126,0,0.42,-0.06
20150127,0,-1.21,-1.606
20150128,0,-1.39,-0.196
20150129,0,0.98,1.358
20150130,0,-1.3,-2.902
20150202,0,1.25,0.17
20150203,0,1.49,0.458
20150204,0,-0.35,0.25
20150205,0,1.1,0.77
20150206,0,-0.2,-0.908
20150209,0,-0.46,-0.922
20150210,0,1.04,2.192
20150211,0,0.03,0.516
20150212,0,1,0.778
20150213,0,0.47,-0.136
20150217,0,0.17,0.176
20150218,0,0.03,0.906
20150219,0,-0.01,-0.13
20150220,0,0.61,1.108
20150223,0,-0.08,0.718
20150224,0,0.32,-0.112
20150225,0,0.02,-0.274
20150226,0,-0.08,0.418
20150227,0,-0.36,-0.624
20150302,0,0.62,1.088
20150303,0,-0.43,-0.844
20150304,0,-0.41,-0.146
20150305,0,0.15,0.396
20150306,0,-1.29,-1.476
20150309,0,0.37,0.874
20150310,0,-1.63,-1.06
20150311,0,-0.04,-0.376
20150312,0,1.28,1.376
20150313,0,-0.57,-0.102
20150316,0,1.23,1.866
20150317,0,-0.2,-0.062
20150318,0,1.08,0.564
20150319,0,-0.36,0.87
20150320,0,0.81,0.252
20150323,0,-0.19,-0.628
20150324,0,-0.51,-0.528
20150325,0,-1.56,-2.916
20150326,0,-0.22,-0.19
20150327,0,0.32,1.448
20150330,0,1.24,1.378
20150331,0,-0.75,-1.116
20150401,0,-0.38,-0.728
20150402,0,0.35,-0.184
20150406,0,0.61,-0.086
20150407,0,-0.22,-0.304
20150408,0,0.37,1.57
20150409,0,0.41,-0.052
20150410,0,0.49,0.862
20150413,0,-0.38,-0.488
20150414,0,0.11,-0.712
20150415,0,0.57,-0.672
20150416,0,-0.08,0.388
20150417,0,-1.23,-1.314
20150420,0,0.95,1.286
20150421,0,-0.1,1.136
20150422,0,0.46,0.268
20150423,0,0.29,0.26
20150424,0,0.17,0.56
20150427,0,-0.54,-1.632
20150428,0,0.27,-0.792
20150429,0,-0.38,-1.526
20150430,0,-1.11,-2.268
20150501,0,1.01,2.012
20150504,0,0.32,0.302
20150505,0,-1.19,-1.754
20150506,0,-0.31,0.014
20150507,0,0.39,1.158
20150508,0,1.21,1.366
20150511,0,-0.39,-0.018
20150512,0,-0.27,-0.516
20150513,0,0.01,-0.056
20150514,0,1.01,1.748
20150515,0,0.05,-0.052
20150518,0,0.44,0.938
20150519,0,-0.09,0.3
20150520,0,-0.05,-0.092
20150521,0,0.23,-0.1
20150522,0,-0.22,0.05
20150526,0,-1.01,-0.758
20150527,0,0.93,1.632
20150528,0,-0.12,-0.054
20150529,0,-0.58,-0.532
20150601,0,0.17,0.56
20150602,0,-0.02,-0.746
20150603,0,0.39,0.726
20150604,0,-0.88,-0.772
20150605,0,0.06,-0.102
20150608,0,-0.66,-0.696
20150609,0,0.02,-0.208
20150610,0,1.2,1.032
20150611,0,0.21,0.546
20150612,0,-0.63,-0.648
20150615,0,-0.45,-0.186
20150616,0,0.57,0.648
20150617,0,0.16,0.634
20150618,0,0.99,1.752
20150619,0,-0.43,-0.07
20150622,0,0.63,0.78
20150623,0,0.12,-0.204
20150624,0,-0.79,-0.862
20150625,0,-0.25,0.416
20150626,0,-0.06,-0.324
20150629,0,-2.15,-2.084
20150630,0,0.33,1.146
20150701,0,0.6,1.614
20150702,0,-0.11,-0.29
20150706,0,-0.37,0.812
20150707,0,0.53,0.446
20150708,0,-1.68,-1.386
20150709,0,0.29,0.32
20150710,0,1.24,2.26
20150713,0,1.14,1.386
20150714,0,0.47,0.224
20150715,0,-0.19,0.668
20150716,0,0.78,1.608
20150717,0,0.05,0.404
20150720,0,-0.01,1.166
20150721,0,-0.47,-0.878
20150722,0,-0.18,0.378
20150723,0,-0.6,-0.48
20150724,0,-1.08,-0.432
20150727,0,-0.74,-0.65
20150728,0,1.23,0.762
20150729,0,0.74,-0.208
20150730,0,0.12,0.414
20150731,0,-0.15,1.182
20150803,0,-0.35,0.37
20150804,0,-0.14,0.136
20150805,0,0.36,1.152
20150806,0,-0.88,-3.394
20150807,0,-0.36,0.522
20150810,0,1.32,-0.354
20150811,0,-0.98,-1.16
20150812,0,0.07,-0.386
20150813,0,-0.14,0.682
20150814,0,0.43,0.292
20150817,0,0.6,1.56
20150818,0,-0.35,-0.434
20150819,0,-0.85,0.026
20150820,0,-2.24,-2.84
20150821,0,-2.95,-3.106
20150824,0,-3.9,-3.648
20150825,0,-1.17,-0.258
20150826,0,3.68,4.19
20150827,0,2.4,0.762
20150828,0,0.23,-0.79
20150831,0,-0.74,-2.678
20150901,0,-2.91,-2.088
20150902,0,1.81,2.998
20150903,0,0.17,-0.706
20150904,0,-1.39,-0.61
20150908,0,2.52,3.402
20150909,0,-1.34,-1.22
20150910,0,0.49,0.868
20150911,0,0.44,1.616
20150914,0,-0.41,-0.122
20150915,0,1.22,0.848
20150916,0,0.84,-0.474
20150917,0,-0.17,1.378
20150918,0,-1.62,-0.258
20150921,0,0.36,-0.438
20150922,0,-1.29,-1.14
20150923,0,-0.27,1.014
20150924,0,-0.36,-1.032
20150925,0,-0.22,-1.678
20150928,0,-2.63,-3.494
20150929,0,-0.07,-0.736
20150930,0,1.88,2.396
20151001,0,0.13,0.538
20151002,0,1.48,0.664
20151005,0,1.93,0.238
20151006,0,-0.43,-3.34
20151007,0,0.94,0.868
20151008,0,0.84,-0.564
20151009,0,0.12,1.02
20151012,0,0.06,1.23
20151013,0,-0.74,-1.286
20151014,0,-0.6,-1.026
20151015,0,1.56,2.034
20151016,0,0.36,1.05
20151019,0,0,1.23
20151020,0,-0.15,-1.512
20151021,0,-0.74,-0.38
20151022,0,1.5,0.768
20151023,0,1.09,2.05
20151026,0,-0.2,1.288
20151027,0,-0.42,1.128
20151028,0,1.43,0.626
20151029,0,-0.2,-0.548
20151030,0,-0.41,-0.716
20151102,0,1.25,0.65
20151103,0,0.32,-0.754
20151104,0,-0.26,0.358
20151105,0,-0.08,0.292
20151106,0,0.14,0.188
20151109,0,-0.95,-0.746
20151110,0,0.13,0.514
20151111,0,-0.43,0.518
20151112,0,-1.45,-0.772
20151113,0,-1.06,-1.684
20151116,0,1.39,0.49
20151117,0,-0.11,0.808
20151118,0,1.61,1.34
20151119,0,-0.13,0.074
20151120,0,0.35,1.136
20151123,0,-0.01,0.224
20151124,0,0.21,-0.756
20151125,0,0.09,0.39
20151127,0,0.09,0.732
20151130,0,-0.47,-1.286
20151201,0,0.97,1.114
20151202,0,-1.01,-0.002
20151203,0,-1.5,-1.788
20151204,0,1.86,3.36
20151207,0,-0.84,-0.03
20151208,0,-0.59,0.784
20151209,0,-0.83,-1.952
20151210,0,0.3,0.102
20151211,0,-2.03,-1.718
20151214,0,0.29,1.262
20151215,0,1.1,0.644
20151216,0,1.47,1.74
20151217,0,-1.46,-0.848
20151218,0,-1.7,-1.934
20151221,0,0.74,0.758
20151222,0,0.89,-0.076
20151223,0,1.3,-0.2
20151224,0,-0.11,-0.038
20151228,0,-0.29,0.784
20151229,0,1.05,1.374
20151230,0,-0.74,-0.356
20151231,0,-0.92,-1.646
20160104,0,-1.59,-3.066
20160105,0,0.12,0.498
20160106,0,-1.35,-0.204
20160107,0,-2.44,-1.96
20160108,0,-1.11,-1.164
20160111,0,-0.06,0.726
20160112,0,0.71,1.784
20160113,0,-2.67,-3.06
20160114,0,1.65,1.542
20160115,0,-2.14,-1.798
20160119,0,-0.2,0.796
20160120,0,-0.94,-0.22
20160121,0,0.45,-1.17
20160122,0,2.08,2.086
20160125,0,-1.71,-0.174
20160126,0,1.52,-0.388
20160127,0,-1.11,-2.442
20160128,0,0.49,-0.026
20160129,0,2.57,1.634
20160201,0.001,-0.039,0.765
20160202,0.001,-1.999,-1.051
20160203,0.001,0.461,-1.249
20160204,0.001,0.271,-1.223
20160205,0.001,-2.059,-3.583
20160208,0.001,-1.509,-1.335
20160209,0.001,-0.099,1.173
20160210,0.001,0.011,0.803
20160211,0.001,-1.169,0.031
20160212,0.001,1.981,0.541
20160216,0.001,1.781,1.289
20160217,0.001,1.751,0.731
20160218,0.001,-0.509,-0.581
20160219,0.001,0.061,1.315
20160222,0.001,1.431,0.309
20160223,0.001,-1.219,0.011
20160224,0.001,0.531,0.609
20160225,0.001,1.101,1.245
20160226,0.001,-0.009,-1.401
20160229,0.001,-0.689,-1.331
20160301,0.001,2.341,2.059
20160302,0.001,0.541,-1.469
20160303,0.001,0.511,-1.103
20160304,0.001,0.371,-0.421
20160307,0.001,0.211,-1.559
20160308,0.001,-1.269,1.209
20160309,0.001,0.501,0.213
20160310,0.001,-0.109,-0.127
20160311,0.001,1.691,0.413
20160314,0.001,-0.119,0.349
20160315,0.001,-0.359,0.577
20160316,0.001,0.631,-0.047
20160317,0.001,0.721,-0.173
20160318,0.001,0.541,0.151
20160321,0.001,0.101,0.185
20160322,0.001,-0.049,0.173
20160323,0.001,-0.859,1.097
20160324,0.001,0.001,-0.305
20160328,0.001,0.041,0.443
20160329,0.001,1.071,1.683
20160330,0.001,0.411,0.369
20160331,0.001,-0.109,-0.487
20160401,0,0.64,1.69
20160404,0,-0.41,0.34
20160405,0,-0.94,-0.616
20160406,0,1.14,0.75
20160407,0,-1.23,-0.846
20160408,0,0.29,-0.508
20160411,0,-0.28,-0.808
20160412,0,0.99,-0.354
20160413,0,1.23,0.216
20160414,0,0.03,-0.162
20160415,0,-0.04,0.41
20160418,0,0.65,0.56
20160419,0,0.29,-0.97
20160420,0,0.15,-0.804
20160421,0,-0.47,-0.752
20160422,0,0.12,-0.924
20160425,0,-0.24,0.792
20160426,0,0.29,-0.682
20160427,0,0.21,-0.588
20160428,0,-0.96,-0.552
20160429,0,-0.5,-0.314
20160502,0.001,0.781,1.585
20160503,0.001,-1.049,0.205
20160504,0.001,-0.659,0.091
20160505,0.001,-0.079,0.029
20160506,0.001,0.381,0.435
20160509,0.001,0.051,1.509
20160510,0.001,1.261,0.589
20160511,0.001,-0.889,-1.111
20160512,0.001,-0.109,0.581
20160513,0.001,-0.819,-0.387
20160516,0.001,0.991,0.673
20160517,0.001,-0.949,-2.251
20160518,0.001,0.101,-0.205
20160519,0.001,-0.329,0.031
20160520,0.001,0.751,0.205
20160523,0.001,-0.179,-0.131
20160524,0.001,1.431,1.671
20160525,0.001,0.721,-0.545
20160526,0.001,-0.039,0.531
20160527,0.001,0.491,0.485
20160531,0.001,-0.009,-0.171
20160601,0.001,0.201,0.273
20160602,0.001,0.351,0.321
20160603,0.001,-0.379,0.059
20160606,0.001,0.601,-0.419
20160607,0.001,0.121,0.055
20160608,0.001,0.371,0.767
20160609,0.001,-0.269,0.577
20160610,0.001,-1.049,-0.005
20160613,0.001,-0.839,-0.755
20160614,0.001,-0.189,0.579
20160615,0.001,-0.109,-0.385
20160616,0.001,0.241,0.769
20160617,0.001,-0.299,-1.427
20160620,0.001,0.711,0.531
20160621,0.001,0.211,0.241
20160622,0.001,-0.199,-0.181
20160623,0.001,1.451,0.545
20160624,0.001,-3.699,-1.809
20160627,0.001,-2.069,0.025
20160628,0.001,1.761,0.771
20160629,0.001,1.801,1.429
20160630,0.001,1.421,1.571
20160701,0.001,0.241,-0.119
20160705,0.001,-0.849,1.095
20160706,0.001,0.621,0.435
20160707,0.001,0.021,-0.189
20160708,0.001,1.601,1.019
20160711,0.001,0.431,0.203
20160712,0.001,0.751,-0.755
20160713,0.001,-0.049,0.161
20160714,0.001,0.511,-0.125
20160715,0.001,-0.049,-0.121
20160718,0.001,0.251,-0.091
20160719,0.001,-0.219,0.135
20160720,0.001,0.481,0.523
20160721,0.001,-0.379,-0.571
20160722,0.001,0.481,0.715
20160725,0.001,-0.269,-0.173
20160726,0.001,0.131,-0.343
20160727,0.001,-0.139,-0.439
20160728,0.001,0.181,0.529
20160729,0.001,0.171,0.231
20160801,0.001,-0.159,0.327
20160802,0.001,-0.699,-0.519
20160803,0.001,0.451,-1.025
20160804,0.001,0.051,0.597
20160805,0.001,0.931,-0.353
20160808,0.001,-0.059,-0.677
20160809,0.001,0.051,0.501
20160810,0.001,-0.289,0.287
20160811,0.001,0.541,0.103
20160812,0.001,-0.059,-0.095
20160815,0.001,0.391,-0.473
20160816,0.001,-0.569,-1.145
20160817,0.001,0.121,0.205
20160818,0.001,0.321,0.129
20160819,0.001,-0.109,-0.175
20160822,0.001,-0.019,0.323
20160823,0.001,0.271,0.037
20160824,0.001,-0.559,-0.517
20160825,0.001,-0.079,-0.103
20160826,0.001,-0.149,-0.347
20160829,0.001,0.531,0.267
20160830,0.001,-0.139,-0.583
20160831,0.001,-0.239,-0.161
20160901,0.001,0.031,0.697
20160902,0.001,0.531,0.339
20160906,0.001,0.261,0.483
20160907,0.001,0.091,-0.311
20160908,0.001,-0.179,-0.923
20160909,0.001,-2.469,-2.763
20160912,0.001,1.441,1.561
20160913,0.001,-1.479,-1.083
20160914,0.001,-0.079,0.629
20160915,0.001,1.071,1.329
20160916,0.001,-0.359,-0.023
20160919,0.001,0.051,-0.021
20160920,0.001,-0.019,0.299
20160921,0.001,1.121,1.271
20160922,0.001,0.701,0.611
20160923,0.001,-0.599,-0.689
20160926,0.001,-0.879,-0.399
20160927,0.001,0.641,0.977
20160928,0.001,0.561,0.057
20160929,0.001,-0.979,-1.057
20160930,0.001,0.881,0.473
20161003,0.001,-0.259,-0.223
20161004,0.001,-0.459,-0.855
20161005,0.001,0.581,-0.367
20161006,0.001,-0.059,0.181
20161007,0.001,-0.379,-0.367
20161010,0.001,0.521,0.539
20161011,0.001,-1.299,-1.557
20161012,0.001,0.061,0.193
20161013,0.001,-0.419,0.025
20161014,0.001,0.011,-0.127
20161017,0.001,-0.289,-0.067
20161018,0.001,0.601,0.403
20161019,0.001,0.251,-0.505
20161020,0.001,-0.159,-0.339
20161021,0.001,0.021,0.057
20161024,0.001,0.541,0.889
20161025,0.001,-0.459,-0.561
20161026,0.001,-0.229,-1.129
20161027,0.001,-0.329,-0.809
20161028,0.001,-0.289,-0.067
20161031,0.001,0.021,0.435
20161101,0.001,-0.679,-0.943
20161102,0.001,-0.729,-0.831
20161103,0.001,-0.399,-0.501
20161104,0.001,-0.119,-0.233
20161107,0.001,2.231,2.177
20161108,0.001,0.401,0.869
20161109,0.001,1.461,-0.381
20161110,0.001,0.321,-1.923
20161111,0.001,0.181,0.091
20161114,0.001,0.211,-1.535
20161115,0.001,0.801,1.167
20161116,0.001,-0.119,0.685
20161117,0.001,0.561,0.579
20161118,0.001,-0.159,-0.273
20161121,0.001,0.771,0.951
20161122,0.001,0.311,0.269
20161123,0.001,0.161,-0.223
20161125,0.001,0.401,0.587
20161128,0.001,-0.639,-0.291
20161129,0.001,0.111,0.345
20161130,0.001,-0.249,-2.055
20161201,0.001,-0.359,-1.865
20161202,0.001,0.001,0.457
20161205,0.001,0.751,0.433
20161206,0.001,0.481,0.067
20161207,0.001,1.261,1.045
20161208,0.001,0.361,-0.215
20161209,0.001,0.461,-0.037
20161212,0.001,-0.299,-0.149
20161213,0.001,0.601,0.691
20161214,0.001,-0.819,-0.603
20161215,0.001,0.461,0.467
20161216,0.001,-0.219,-0.453
20161219,0.001,0.221,0.263
20161220,0.001,0.441,0.303
20161221,0.001,-0.239,-0.203
20161222,0.001,-0.299,-0.275
20161223,0.001,0.191,0.257
20161227,0.001,0.271,0.361
20161228,0.001,-0.869,-1.007
20161229,0.001,-0.039,0.195
20161230,0.001,-0.519,-0.819
20170103,0.002,0.832,0.412
20170104,0.002,0.792,0.648
20170105,0.002,-0.208,-0.118
20170106,0.002,0.292,0.358
20170109,0.002,-0.368,0.016
20170110,0.002,0.162,0.258
20170111,0.002,0.312,0.45
20170112,0.002,-0.298,-0.088
20170113,0.002,0.292,0.448
20170117,0.002,-0.488,-0.674
20170118,0.002,0.242,0.41
20170119,0.002,-0.378,-0.15
20170120,0.002,0.332,0.344
20170123,0.002,-0.288,-0.048
20170124,0.002,0.832,1.042
20170125,0.002,0.842,0.932
20170126,0.002,-0.098,-0.014
20170127,0.002,-0.118,0.296
20170130,0.002,-0.678,-0.852
20170131,0.002,0.002,-0.094
20170201,0.002,0.042,0.294
20170202,0.002,-0.018,-0.144
20170203,0.002,0.822,0.918
20170206,0.002,-0.268,-0.316
20170207,0.002,-0.008,0.148
20170208,0.002,0.062,0.014
20170209,0.002,0.722,0.986
20170210,0.002,0.382,0.1
20170213,0.002,0.492,0.444
20170214,0.002,0.452,0.308
20170215,0.002,0.542,0.644
20170216,0.002,-0.158,-0.176
20170217,0.002,0.202,0.298
20170221,0.002,0.602,0.578
20170222,0.002,-0.148,-0.238
20170223,0.002,-0.108,-0.618
20170224,0.002,0.152,0.35
20170227,0.002,0.222,0.54
20170228,0.002,-0.418,-0.508
20170301,0.001,1.471,1.813
20170302,0.001,-0.699,-0.813
20170303,0.001,0.091,0.373
20170306,0.001,-0.379,-0.271
20170307,0.001,-0.359,-0.245
20170308,0.001,-0.189,-0.123
20170309,0.001,0.041,0.131
20170310,0.001,0.341,0.449
20170313,0.001,0.131,0.473
20170314,0.001,-0.359,-0.449
20170315,0.001,0.861,1.065
20170316,0.001,-0.059,-0.293
20170317,0.001,-0.079,0.137
20170320,0.001,-0.249,0.225
20170321,0.001,-1.479,-2.091
20170322,0.001,0.161,0.635
20170323,0.001,-0.029,-0.227
20170324,0.001,-0.049,0.149
20170327,0.001,-0.049,0.059
20170328,0.001,0.721,0.523
20170329,0.001,0.181,-0.071
20170330,0.001,0.361,0.235
20170331,0.001,-0.159,0.009
20170403,0.003,-0.277,-0.187
20170404,0.003,0.053,0.095
20170405,0.003,-0.437,-0.533
20170406,0.003,0.323,0.047
20170407,0.003,-0.077,0.061
20170410,0.003,0.083,-0.529
20170411,0.003,-0.047,-0.095
20170412,0.003,-0.487,-0.535
20170413,0.003,-0.747,-0.441
20170417,0.003,0.893,1.073
20170418,0.003,-0.247,-0.169
20170419,0.003,-0.077,0.259
20170420,0.003,0.833,0.923
20170421,0.003,-0.277,-0.085
20170424,0.003,1.183,1.429
20170425,0.003,0.663,0.771
20170426,0.003,0.043,-0.317
20170427,0.003,0.053,0.749
20170428,0.003,-0.297,-0.003
20170501,0.003,0.213,0.849
20170502,0.003,0.033,-0.213
20170503,0.003,-0.187,-0.289
20170504,0.003,0.023,0.221
20170505,0.003,0.463,0.241
20170508,0.003,-0.037,-0.145
20170509,0.003,-0.047,0.421
20170510,0.003,0.213,0.237
20170511,0.003,-0.257,-0.131
20170512,0.003,-0.177,0.381
20170515,0.003,0.533,0.449
20170516,0.003,-0.027,0.531
20170517,0.003,-1.967,-2.573
20170518,0.003,0.403,1.027
20170519,0.003,0.703,0.337
20170522,0.003,0.563,0.953
20170523,0.003,0.183,0.105
20170524,0.003,0.243,0.615
20170525,0.003,0.423,1.233
20170526,0.003,0.063,0.117
20170530,0.003,-0.187,0.041
20170531,0.003,-0.017,0.307
20170601,0.003,0.953,0.635
20170602,0.003,0.353,1.211
20170605,0.003,-0.167,-0.137
20170606,0.003,-0.277,-0.247
20170607,0.003,0.153,0.963
20170608,0.003,0.183,0.189
20170609,0.003,-0.117,-2.493
20170612,0.003,-0.107,-1.013
20170613,0.003,0.553,0.949
20170614,0.003,-0.167,0.031
20170615,0.003,-0.297,-0.051
20170616,0.003,-0.027,0.153
20170619,0.003,0.863,1.763
20170620,0.003,-0.727,-0.325
20170621,0.003,-0.067,1.301
20170622,0.003,0.023,-0.079
20170623,0.003,0.243,0.495
20170626,0.003,0.043,-0.737
20170627,0.003,-0.837,-1.821
20170628,0.003,1.023,1.455
20170629,0.003,-0.827,-1.955
20170630,0.003,0.143,0.089
20170703,0.004,0.244,-0.866
20170705,0.004,0.124,1.324
20170706,0.004,-0.946,-0.556
20170707,0.004,0.704,1.472
20170710,0.004,0.054,0.324
20170711,0.004,0.004,0.322
20170712,0.004,0.724,1.216
20170713,0.004,0.174,-0.3
20170714,0.004,0.424,0.646
20170717,0.004,0.004,-0.176
20170718,0.004,0.044,0.518
20170719,0.004,0.594,0.354
20170720,0.004,-0.006,-0.048
20170721,0.004,-0.076,0.278
20170724,0.004,-0.026,0.676
20170725,0.004,0.384,-0.57
20170726,0.004,-0.056,0.25
20170727,0.004,-0.136,-1.03
20170728,0.004,-0.166,-0.208
20170731,0.004,-0.106,-0.394
20170801,0.004,0.244,0.532
20170802,0.004,-0.076,0.224
20170803,0.004,-0.206,0.154
20170804,0.004,0.254,0.08
20170807,0.004,0.164,0.806
20170808,0.004,-0.236,0.004
20170809,0.004,-0.136,-0.22
20170810,0.004,-1.486,-1.93
20170811,0.004,0.204,0.75
20170814,0.004,1.034,1.676
20170815,0.004,-0.106,0.278
20170816,0.004,0.184,0.424
20170817,0.004,-1.586,-1.826
20170818,0.004,-0.146,-0.158
20170821,0.004,0.064,0.244
20170822,0.004,1.074,1.548
20170823,0.004,-0.316,-0.7
20170824,0.004,-0.136,-0.238
20170825,0.004,0.184,-0.428
20170828,0.004,0.084,0.762
20170829,0.004,0.104,0.476
20170830,0.004,0.534,1.062
20170831,0.004,0.624,0.87
20170901,0.005,0.275,-0.217
20170905,0.005,-0.805,-0.661
20170906,0.005,0.285,-0.267
20170907,0.005,-0.065,0.511
20170908,0.005,-0.155,-0.101
20170911,0.005,1.085,0.875
20170912,0.005,0.435,-0.315
20170913,0.005,0.115,-0.419
20170914,0.005,-0.115,-0.049
20170915,0.005,0.195,0.051
20170918,0.005,0.245,0.425
20170919,0.005,0.155,0.431
20170920,0.005,0.165,-0.327
20170921,0.005,-0.275,-0.437
20170922,0.005,0.125,-0.193
20170925,0.005,-0.245,-1.475
20170926,0.005,0.055,-0.041
20170927,0.005,0.635,1.031
20170928,0.005,0.135,0.489
20170929,0.005,0.355,0.745
20171002,0.004,0.504,0.408
20171003,0.004,0.264,0.294
20171004,0.004,0.054,0.438
20171005,0.004,0.554,0.326
20171006,0.004,-0.076,0.464
20171009,0.004,-0.216,0.168
20171010,0.004,0.244,-0.002
20171011,0.004,0.164,0.524
20171012,0.004,-0.176,0.532
20171013,0.004,0.044,-0.058
20171016,0.004,0.174,0.138
20171017,0.004,0.014,0.056
20171018,0.004,0.144,0.186
20171019,0.004,0.024,-0.216
20171020,0.004,0.574,0.502
20171023,0.004,-0.446,-0.284
20171024,0.004,0.204,0.336
20171025,0.004,-0.506,-0.632
20171026,0.004,0.204,0.264
20171027,0.004,0.824,2.042
20171030,0.004,-0.456,-0.522
20171031,0.004,0.234,0.618
20171101,0.004,0.054,-0.366
20171102,0.004,0.064,0.28
20171103,0.004,0.314,1.046
20171106,0.004,0.064,-0.368
20171107,0.004,-0.196,-0.136
20171108,0.004,0.124,0.496
20171109,0.004,-0.406,-1.066
20171110,0.004,0.014,0.206
20171113,0.004,0.094,0.586
20171114,0.004,-0.216,0.336
20171115,0.004,-0.516,-0.72
20171116,0.004,1.014,1.464
20171117,0.004,-0.136,-1.078
20171120,0.004,0.214,0.526
20171121,0.004,0.674,1.436
20171122,0.004,-0.046,-0.592
20171124,0.004,0.214,0.802
20171127,0.004,-0.056,0.04
20171128,0.004,1.064,0.278
20171129,0.004,0.024,-2.214
20171130,0.004,0.824,1.412
20171201,0.004,-0.216,-0.744
20171204,0.004,-0.096,-1.98
20171205,0.004,-0.426,0.276
20171206,0.004,-0.086,0.748
20171207,0.004,0.424,0.934
20171208,0.004,0.514,0.298
20171211,0.004,0.264,0.162
20171212,0.004,0.074,-0.58
20171213,0.004,0.024,0.906
20171214,0.004,-0.466,-0.046
20171215,0.004,0.924,1.068
20171218,0.004,0.674,0.422
20171219,0.004,-0.296,-0.182
20171220,0.004,0.014,-0.202
20171221,0.004,0.244,-0.602
20171222,0.004,-0.066,0.12
20171226,0.004,-0.066,-0.282
20171227,0.004,0.054,0.522
20171228,0.004,0.224,0.146
20171229,0.004,-0.566,-0.704
20180102,0.005,0.855,0.573
20180103,0.005,0.595,0.829
20180104,0.005,0.425,0.101
20180105,0.005,0.665,1.193
20180108,0.005,0.195,0.237
20180109,0.005,0.155,0.461
20180110,0.005,-0.065,-0.557
20180111,0.005,0.875,0.515
20180112,0.005,0.665,0.581
20180116,0.005,-0.485,-0.587
20180117,0.005,0.955,1.663
20180118,0.005,-0.175,0.233
20180119,0.005,0.575,0.959
20180122,0.005,0.775,0.637
20180123,0.005,0.225,0.429
20180124,0.005,-0.125,-0.473
20180125,0.005,0.075,0.729
20180126,0.005,1.115,1.775
20180129,0.005,-0.615,-0.519
20180130,0.005,-1.055,-0.749
20180131,0.005,-0.065,0.097
20180201,0.006,0.036,-0.402
20180202,0.006,-2.124,-1.866
20180205,0.006,-4.024,-3.79
20180206,0.006,1.676,2.27
20180207,0.006,-0.364,-0.418
20180208,0.006,-3.674,-4.634
20180209,0.006,1.366,1.678
20180212,0.006,1.366,1.858
20180213,0.006,0.316,0.85
20180214,0.006,1.526,1.346
20180215,0.006,1.216,1.822
20180216,0.006,0.036,-0.138
20180220,0.006,-0.614,-0.248
20180221,0.006,-0.424,-0.076
20180222,0.006,0.016,0.34
